page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
349,11,BODY,"The_randomCextensionunderlyingtherandommoduleincludescodebasedonadownloadfromhttp://www.math. sci.hiroshima-u.ac.jp/~m-mat/MT/MT2002/emt19937ar.html.Thefollowingaretheverbatimcommentsfromthe originalcode: AC-programforMT19937,withinitializationimproved2002/1/26. CodedbyTakujiNishimuraandMakotoMatsumoto.",8.57,61.07,451.28,304,72,528.78,523.28,589.85,FALSE,FALSE
367,19,BODY,"int,105",8.57,5.99,36.06,7,322.54,692.36,358.61,698.35,FALSE,FALSE
50,5,BODY,"intPyRun_InteractiveOne(FILE*fp,constchar*filename)",8.56,5.99,253.26,51,72,216.46,325.26,222.45,FALSE,FALSE
53,7,BODY,voidPy_INCREF(PyObject*o),8.56,5.99,125.6,25,72,487.44,197.6,493.43,FALSE,FALSE
55,1,BODY,voidPy_IncRef(PyObject*o),8.56,5.99,125.6,25,72,81.96,197.6,87.95,FALSE,FALSE
55,3,BODY,voidPy_DecRef(PyObject*o),8.56,5.99,125.6,25,72,126.79,197.6,132.78,FALSE,FALSE
59,11,BODY,"PyObject*PyErr_SetFromErrnoWithFilename(PyObject*type,constchar*filename)",8.56,5.99,358.79,73,72,432.65,430.79,438.64,FALSE,FALSE
74,7,BODY,"voidPySys_WriteStdout(constchar*format,...)",8.56,5.99,207.24,43,72,302.32,279.24,308.3,FALSE,FALSE
74,9,BODY,"voidPySys_WriteStderr(constchar*format,...)",8.56,5.99,207.24,43,72,430.83,279.24,436.82,FALSE,FALSE
77,2,BODY,PyObject*PyImport_Import(PyObject*name),8.56,5.99,197.09,39,72,99.9,269.09,105.88,FALSE,FALSE
78,3,BODY,"Returnvalue:Newreference.PartoftheStableABI.LikePyImport_ExecCodeModule(),butthe __file__attributeofthemoduleobjectissettopathnameifitisnon-NULL. SeealsoPyImport_ExecCodeModuleWithPathnames().",8.56,35.87,426.37,192,96.91,126.79,523.28,162.67,FALSE,TRUE
84,13,BODY,c(bytesorbytearrayoflength1)[char],8.56,5.98,179.57,34,72,261.29,251.57,267.27,TRUE,FALSE
100,32,BODY,PyObject*Py_GetConstantBorrowed(unsignedintconstant_id),8.56,5.99,266.08,55,72,535.57,338.08,541.56,FALSE,FALSE
102,16,BODY,"PyObject*PyObject_GenericGetDict(PyObject*o,void*context)",8.56,5.99,281.43,57,72,724.55,353.43,730.54,FALSE,FALSE
103,14,BODY,PyObject*PyObject_Repr(PyObject*o),8.56,5.99,169.95,34,72,562.65,241.95,568.64,FALSE,FALSE
104,8,BODY,Py_hash_tPyObject_Hash(PyObject*o),8.56,5.99,171.65,34,72,478.85,243.65,484.84,FALSE,FALSE
104,16,BODY,PyObject*PyObject_Type(PyObject*o),8.56,5.99,169.95,34,72,699.19,241.95,705.18,FALSE,FALSE
105,3,BODY,Py_ssize_tPyObject_Size(PyObject*o) Py_ssize_tPyObject_Length(PyObject*o),8.56,20.93,181.01,73,72,126.79,253.01,147.73,FALSE,FALSE
110,1,BODY,"PyObject*PyObject_CallMethodNoArgs(PyObject*obj,PyObject*name)",8.56,5.99,310.57,62,72,81.96,382.57,87.95,FALSE,FALSE
113,13,BODY,PyObject*PyNumber_Long(PyObject*o),8.56,5.99,169.95,34,72,434.64,241.95,440.63,FALSE,FALSE
114,22,BODY,"intPySequence_DelItem(PyObject*o,Py_ssize_ti)",8.56,5.99,217.53,45,72,646.5,289.53,652.48,FALSE,FALSE
119,10,BODY,Py_ssize_titemsize,8.56,5.98,85.52,18,96.91,563.91,182.43,569.88,FALSE,TRUE
134,2,BODY,PartoftheStableABI.ReturnaCPy_ssize_trepresentationofpylong.pylongmustbeaninstanceof PyLongObject. RaiseOverflowErrorifthevalueofpylongisoutofrangeforaPy_ssize_t. Returns-1onerror.UsePyErr_Occurred()todisambiguate.,8.56,53.81,426.37,214,96.91,96.91,523.28,150.71,FALSE,FALSE
134,6,BODY,PartoftheStableABI.ReturnaCsize_trepresentationofpylong.pylongmustbeaninstanceof PyLongObject. RaiseOverflowErrorifthevalueofpylongisoutofrangeforasize_t. Returns(size_t)-1onerror.UsePyErr_Occurred()todisambiguate.,8.56,53.81,426.37,214,96.91,258.3,523.28,312.11,FALSE,FALSE
138,8,BODY,PyObject*Py_True,8.56,5.99,79.84,16,72,270.76,151.84,276.75,FALSE,FALSE
142,13,BODY,"PyObject*PyBytes_FromStringAndSize(constchar*v,Py_ssize_tlen)",8.56,5.99,298.13,61,72,395.53,370.13,401.52,FALSE,FALSE
144,9,BODY,"PyObject*PyByteArray_FromStringAndSize(constchar*string,Py_ssize_tlen)",8.56,5.99,337.43,70,72,333.77,409.43,339.76,FALSE,FALSE
144,21,BODY,Py_ssize_tPyByteArray_GET_SIZE(PyObject*bytearray),8.56,5.99,239.69,50,72,647.97,311.69,653.95,FALSE,FALSE
148,13,BODY,"PyObject*PyUnicode_FromStringAndSize(constchar*str,Py_ssize_tsize)",8.56,5.99,317.36,66,72,524.93,389.36,530.91,FALSE,FALSE
150,7,BODY,SPyObject*TheresultofcallingPyObject_Str(). RPyObject*TheresultofcallingPyObject_Repr(). TPyObject*Getthefullyqualifiednameofanobjecttype;call,8.56,29.9,414.43,142,102.88,410.08,517.31,439.98,FALSE,TRUE
156,11,BODY,"Returnvalue:Newreference.PartoftheStableABI.DecodesizebytesfromaUTF-32encodedbufferstring andreturnthecorrespondingUnicodeobject.errors(ifnon-NULL)definestheerrorhandling.Itdefaultsto “strict”. Ifbyteorderisnon-NULL,thedecoderstartsdecodingusingthegivenbyteorder: *byteorder==-1:littleendian *byteorder==0:nativeorder *byteorder==1:bigendian",8.56,90.81,426.37,341,96.91,578.78,523.28,669.59,FALSE,FALSE
157,7,BODY,"Returnvalue:Newreference.PartoftheStableABI.DecodesizebytesfromaUTF-16encodedbufferstring andreturnthecorrespondingUnicodeobject.errors(ifnon-NULL)definestheerrorhandling.Itdefaultsto “strict”. Ifbyteorderisnon-NULL,thedecoderstartsdecodingusingthegivenbyteorder: *byteorder==-1:littleendian *byteorder==0:nativeorder *byteorder==1:bigendian",8.56,90.96,426.37,341,96.91,283.83,523.28,374.79,FALSE,FALSE
165,1,BODY,"PyObject*PyStructSequence_GetItem(PyObject*p,Py_ssize_tpos)",8.56,5.99,290.01,59,72,81.96,362.01,87.95,FALSE,FALSE
168,16,BODY,"PyObject*PyDict_GetItemWithError(PyObject*p,PyObject*key)",8.56,5.99,284.54,57,72,571.62,356.54,577.61,FALSE,FALSE
169,15,BODY,PyObject*PyDict_Values(PyObject*p),8.56,5.99,170.04,34,72,670.76,242.04,676.74,FALSE,FALSE
174,23,BODY,"intPyFunction_SetAnnotations(PyObject*op,PyObject*annotations)",8.56,5.99,301.68,62,72,676.73,373.68,682.72,FALSE,FALSE
182,3,BODY,"intPyFile_WriteString(constchar*s,PyObject*p)",8.56,5.99,223.29,45,72,138.75,295.29,144.74,FALSE,FALSE
187,15,BODY,"PartoftheStableABIsinceversion3.10.Addanobjecttomoduleasname.Thisisaconveniencefunction whichcanbeusedfromthemodule’sinitializationfunction. Onsuccess,return0.Onerror,raiseanexceptionandreturn-1. Exampleusage: staticint add_spam(PyObject*module,intvalue) {",8.56,96.94,426.38,256,96.91,626.54,523.28,723.48,FALSE,FALSE
197,9,BODY,PyObject*PyFrame_GetGenerator(PyFrameObject*frame),8.56,5.99,250.93,50,72,356.93,322.93,362.92,FALSE,FALSE
226,8,BODY,voidPy_EndInterpreter(PyThreadState*tstate),8.56,5.99,206.59,43,72,553.8,278.59,559.79,FALSE,FALSE
230,19,BODY,PyThreadState*PyInterpreterState_ThreadHead(PyInterpreterState*interp),8.56,5.99,330.71,70,72,617.28,402.71,623.27,FALSE,FALSE
232,1,BODY,"Methods TheparameterkeyofthesefunctionsmustnotbeNULL.Moreover,thebehaviorsofPyThread_tss_set() andPyThread_tss_get()areundefinedifthegivenPy_tss_thasnotbeeninitializedby PyThread_tss_create(). intPyThread_tss_is_created(Py_tss_t*key)",8.56,66.51,451.28,233,72,81.96,523.28,148.47,FALSE,FALSE
237,9,BODY,PyStatusPyStatus_Exit(intexitcode),8.56,5.99,162.08,34,96.91,247.64,258.99,253.63,FALSE,FALSE
260,1,BODY,"void*PyMem_Realloc(void*p,size_tn)",8.56,5.99,169.09,34,72,81.96,241.09,87.95,FALSE,FALSE
265,9,BODY,voidPyObject_GetArenaAllocator(PyObjectArenaAllocator*allocator),8.56,5.99,305.22,64,72,444.76,377.22,450.74,FALSE,FALSE
265,11,BODY,voidPyObject_SetArenaAllocator(PyObjectArenaAllocator*allocator),8.56,5.99,305.22,64,72,477.63,377.22,483.62,FALSE,FALSE
280,3,BODY,ParameterTypesReturnType PyObject*,8.56,23.15,203.71,34,228.4,112.72,432.12,135.87,FALSE,FALSE
280,16,BODY,PyObject* constchar*,8.56,19.74,50.51,20,228.4,451.08,278.91,470.81,FALSE,FALSE
325,11,BODY,"Avaluepassedtoafunction(ormethod)whencallingthefunction.Therearetwokindsofargument: •keywordargument:anargumentprecededbyanidentifier(e.g.name=)inafunctioncallorpassedasa valueinadictionaryprecededby**.Forexample,3and5arebothkeywordargumentsinthefollowing callstocomplex(): complex(real=3,imag=5) complex(**{'real':3,'imag':5})",8.56,79,426.38,327,96.91,595.04,523.28,674.04,FALSE,FALSE
369,6,BODY,"built-infunction,97,106,108,157,161,",8.56,5.99,200.73,36,322.54,194.42,523.28,200.41,FALSE,FALSE
369,34,BODY,"__main__,12,203,217,218 _thread,211 builtins,12,203,217,218 object,174 searchpath,12,203,207 signal,56,57 sys,12,203,217,218",8.56,77.72,117.76,124,322.54,698.16,440.3,775.88,FALSE,FALSE
381,11,BODY,"PyObject_Del(Cfunction),259",8.56,5.99,134.19,27,302.62,560.17,436.81,566.16,FALSE,FALSE
50,9,BODY,"intPyRun_InteractiveLoop(FILE*fp,constchar*filename)",8.55,5.99,258.64,52,72,347.96,330.64,353.95,FALSE,FALSE
60,4,BODY,"PyObject*PyErr_SetExcFromWindowsErrWithFilename(PyObject*type,intierr,constchar*filename)",8.55,5.99,433.27,89,72,259.3,505.27,265.29,FALSE,FALSE
74,11,BODY,"voidPySys_FormatStdout(constchar*format,...)",8.55,5.99,212.62,44,72,463.71,284.62,469.7,FALSE,FALSE
74,13,BODY,"voidPySys_FormatStderr(constchar*format,...)",8.55,5.99,212.62,44,72,526.48,284.62,532.46,FALSE,FALSE
88,5,BODY,"u#(str)[constwchar_t*,Py_ssize_t]",8.55,5.98,169.67,33,96.91,153.69,266.58,159.67,TRUE,FALSE
109,2,BODY,PyObject*PyObject_CallNoArgs(PyObject*callable),8.55,5.99,227.19,47,72,99.9,299.19,105.88,FALSE,FALSE
112,14,BODY,"PyObject*PyNumber_InPlaceSubtract(PyObject*o1,PyObject*o2)",8.55,5.99,291.15,58,72,395.79,363.15,401.77,FALSE,FALSE
112,16,BODY,"PyObject*PyNumber_InPlaceMultiply(PyObject*o1,PyObject*o2)",8.55,5.99,291.15,58,72,452.57,363.15,458.56,FALSE,FALSE
114,12,BODY,"PyObject*PySequence_InPlaceConcat(PyObject*o1,PyObject*o2)",8.55,5.99,291.15,58,72,370.74,363.15,376.72,FALSE,FALSE
126,3,BODY,voidPyType_Modified(PyTypeObject*type),8.55,5.99,189.09,38,72,204.5,261.09,210.49,FALSE,FALSE
126,15,BODY,intPyType_IS_GC(PyTypeObject*o),8.55,5.99,154.41,31,72,664.78,226.41,670.76,FALSE,FALSE
129,10,BODY,"Nameofthetype,usedtosetPyTypeObject.tp_name.",8.55,5.99,227.51,44,118.82,688.69,346.33,694.67,FALSE,FALSE
130,10,BODY,"AslotID. SlotIDsarenamedlikethefieldnamesofthestructuresPyTypeObject,PyNumberMethods, PySequenceMethods,PyMappingMethodsandPyAsyncMethodswithanaddedPy_prefix.For example,use: •Py_tp_dealloctosetPyTypeObject.tp_dealloc •Py_nb_addtosetPyNumberMethods.nb_add •Py_sq_lengthtosetPySequenceMethods.sq_length Thefollowing“offset”fieldscannotbesetusingPyType_Slot: •tp_weaklistoffset(usePy_TPFLAGS_MANAGED_WEAKREFinsteadifpossible) •tp_dictoffset(usePy_TPFLAGS_MANAGED_DICTinsteadifpossible) •tp_vectorcall_offset(use'__vectorcalloffset__'inPyMemberDef) IfitisnotpossibletoswitchtoaMANAGEDflag(forexample,forvectorcallortosupportPythonolder than3.12),specifytheoffsetinPy_tp_members.SeePyMemberDefdocumentationfordetails. Thefollowingfieldscannotbesetatallwhencreatingaheaptype: •tp_vectorcall(usetp_newand/ortp_init) •Internalfields:tp_dict,tp_mro,tp_cache,tp_subclasses,andtp_weaklist. SettingPy_tp_basesorPy_tp_basemaybeproblematiconsomeplatforms.Toavoidissues,usethe basesargumentofPyType_FromSpecWithBases()instead.",8.55,286.93,404.46,1012,118.82,473.49,523.28,760.43,FALSE,TRUE
132,12,BODY,Pythonmethodsint.to_bytes()andint.from_bytes()toconvertaPyLongObjectto/froman arrayofbytesinbase256.YoucancallthosefromCusingPyObject_CallMethod().,8.55,17.94,411.42,147,104.38,400.1,515.8,418.04,FALSE,FALSE
134,5,BODY,size_tPyLong_AsSize_t(PyObject*pylong),8.55,5.99,184.92,38,72,243.36,256.92,249.34,FALSE,FALSE
134,12,BODY,doublePyLong_AsDouble(PyObject*pylong),8.55,5.99,188.59,38,72,679.72,260.59,685.71,FALSE,FALSE
151,12,BODY,Py_ssize_tPyUnicode_GetLength(PyObject*unicode),8.55,5.99,228.55,47,72,544.83,300.55,550.82,FALSE,FALSE
165,3,BODY,"PyObject*PyStructSequence_GET_ITEM(PyObject*p,Py_ssize_tpos)",8.55,5.99,295.39,60,72,144.73,367.39,150.71,FALSE,FALSE
167,3,BODY,intPyList_Sort(PyObject*list),8.55,5.99,136.61,29,72,162.66,208.61,168.65,FALSE,FALSE
168,7,BODY,"intPyDict_DelItemString(PyObject*p,constchar*key)",8.55,5.99,244.13,49,72,240.37,316.13,246.36,FALSE,FALSE
172,5,BODY,PyTypeObjectPySet_Type,8.55,5.98,110.19,22,72,359.3,182.19,365.28,FALSE,TRUE
179,1,BODY,PyObject*PyCode_GetVarnames(PyCodeObject*co),8.55,5.99,220.82,44,72,81.96,292.82,87.95,FALSE,FALSE
179,3,BODY,PyObject*PyCode_GetCellvars(PyCodeObject*co),8.55,5.99,220.82,44,72,156.68,292.82,162.67,FALSE,FALSE
179,5,BODY,PyObject*PyCode_GetFreevars(PyCodeObject*co),8.55,5.99,220.82,44,72,231.4,292.82,237.39,FALSE,FALSE
197,13,BODY,intPyFrame_GetLasti(PyFrameObject*frame),8.55,5.99,200.06,40,72,506.37,272.06,512.36,FALSE,FALSE
199,6,BODY,PyTypeObjectPyGen_Type,8.55,5.98,110.19,22,72,296.53,182.19,302.51,FALSE,TRUE
200,5,BODY,ThissectiondetailsthepublicCAPIforthecontextvarsmodule. typePyContext,8.55,23.92,267.98,69,72,300.7,339.98,324.62,FALSE,FALSE
203,15,BODY,"PyObject*PyTimeZone_FromOffsetAndName(PyObject*offset,PyObject*name)",8.55,5.99,335.74,68,72,442.61,407.74,448.6,FALSE,FALSE
222,16,BODY,int64_tPyInterpreterState_GetID(PyInterpreterState*interp),8.55,5.99,270.09,58,72,661.79,342.09,667.78,FALSE,FALSE
223,1,BODY,PyObject*PyInterpreterState_GetDict(PyInterpreterState*interp),8.55,5.99,292.43,62,72,81.96,364.43,87.95,FALSE,FALSE
229,17,BODY,"voidPyEval_SetTraceAllThreads(Py_tracefuncfunc,PyObject*obj)",8.55,5.99,294.97,60,72,590.06,366.97,596.04,FALSE,FALSE
261,15,BODY,ject_Malloc Releasebuild'pymalloc'mallocpymallocpymalloc Debugbuild'pymalloc_debug'malloc+debugpymalloc+de-pymalloc+de-,8.55,35.1,439.33,119,77.98,636.66,517.31,671.76,FALSE,FALSE
273,12,BODY,"Thedocstring,orNULL.Thestringshouldbestatic,nocopyismadeofit.Typically,itisdefinedusing PyDoc_STR.",8.55,17.94,404.45,98,118.82,341.34,523.28,359.28,FALSE,FALSE
274,1,BODY,Memberflags ThefollowingflagscanbeusedwithPyMemberDef.flags: Py_READONLY,8.55,41.1,238.94,72,72,81.96,310.94,123.06,TRUE,FALSE
277,7,BODY,"<R>tp_nameconstchar*__name__XX tp_basicsizePy_ssize_t tp_itemsizePy_ssize_t tp_deallocdestructor tp_vectorcall_offsetPy_ssize_t (tp_getattr)getattrfunc__getattribute__,__getattr__G XX (tp_setattr)setattrfunc__setattr__,__delattr__G XX XXX tp_as_asyncPyAsyncMethods*sub-slots % XXX tp_repr reprfunc__repr__ XXX % tp_as_numberPyNumberMethods*sub-slots % % tp_as_sequencePySequenceMethods*sub-slots XG XX tp_as_mappingPyMappingMethods*sub-slots XX tp_hash hashfunc__hash__ tp_getattrogetattrofunc__getattribute__,__getattr__XXG tp_call ternaryfunc__call__ tp_str tp_setattrosetattrofunc__setattr__,__delattr__XXG reprfunc__str__ tp_as_bufferPyBufferProcs* % tp_flagsunsignedlong XX? tp_doc XX XG tp_traversetraverseproc XG tp_clearinquiry tp_richcomparerichcmpfunc__lt__,__le__,__eq__,__ne__,XG",8.55,269,463.99,791,77.98,202.59,541.97,471.59,FALSE,FALSE
285,1,BODY,"type’stp_freefunction.Ifthetypeisnotsubtypable(doesn’thavethePy_TPFLAGS_BASETYPEflagbitset), itispermissibletocalltheobjectdeallocatordirectlyinsteadofviatp_free.Theobjectdeallocatorshould betheoneusedtoallocatetheinstance;thisisnormallyPyObject_Del()iftheinstancewasallocated usingPyObject_NeworPyObject_NewVar,orPyObject_GC_Del()iftheinstancewasallocatedusing PyObject_GC_NeworPyObject_GC_NewVar. Ifthetypesupportsgarbagecollection(hasthePy_TPFLAGS_HAVE_GCflagbitset),thedestructorshouldcall PyObject_GC_UnTrack()beforeclearinganymemberfields. staticvoidfoo_dealloc(foo_object*self){",8.55,102.91,426.38,585,96.91,81.96,523.28,184.88,FALSE,FALSE
287,9,BODY,"Anoptionalpointertoafunctionthatimplementscallingtheobject.ThisshouldbeNULLiftheobjectisnot callable.ThesignatureisthesameasforPyObject_Call(): PyObject*tp_call(PyObject*self,PyObject*args,PyObject*kwargs);",8.55,37.16,426.38,206,96.91,563.95,523.28,601.12,FALSE,FALSE
321,8,BODY,FireaPY_RESUMEevent.,8.55,5.99,99.5,20,96.91,490.43,196.4,496.42,FALSE,FALSE
321,11,BODY,FireaPY_RETURNevent.,8.55,5.99,99.5,20,96.91,536.26,196.4,542.25,FALSE,FALSE
367,5,BODY,"allocfunc(Ctype),300",8.55,5.99,101.82,20,302.62,285.04,404.44,291.03,FALSE,FALSE
368,22,BODY,"EOFError(built-inexception),173 exc_info(inmodulesys),10 executable(inmodulesys),207 exit(Cfunction),68 expression,321 extensionmodule,322",8.55,65.76,137.76,138,302.62,539.59,440.38,605.35,FALSE,FALSE
369,32,BODY,"MethodType(inmoduletypes),165,168 module,327",8.55,17.94,162.66,44,302.62,674.25,465.28,692.19,FALSE,FALSE
371,2,BODY,"Py_IsFinalizing(Cfunction),203 Py_IsInitialized(Cfunction),12,203 Py_IsNone(Cfunction),260",8.55,29.9,170.65,90,302.62,261.29,473.27,291.19,FALSE,FALSE
16,5,BODY,"ItismuchmorecommontousePyObject_SetItem()andfriendswithitemswhosereferencesyouareonly borrowing,likeargumentsthatwerepassedintothefunctionyouarewriting.Inthatcase,theirbehaviourregarding referencesismuchsaner,sinceyoudon’thavetotakeanewreferencejustsoyoucangivethatreferenceaway(“have itbestolen”).Forexample,thisfunctionsetsallitemsofalist(actually,anymutablesequence)toagivenitem: int set_all(PyObject*target,PyObject*item) {",8.54,84.98,451.28,427,72,391.4,523.28,476.38,FALSE,FALSE
53,9,BODY,voidPy_XINCREF(PyObject*o),8.54,5.99,130.98,26,72,651.83,202.98,657.81,FALSE,FALSE
54,10,BODY,voidPy_XDECREF(PyObject*o),8.54,5.99,130.98,26,72,581.01,202.98,587,FALSE,FALSE
59,7,BODY,"PyObject*PyErr_SetFromErrnoWithFilenameObject(PyObject*type,PyObject*filenameObject)",8.54,5.99,412.34,84,72,288.19,484.34,294.18,FALSE,FALSE
66,10,BODY,"voidPyException_SetContext(PyObject*ex,PyObject*ctx)",8.54,5.99,258.76,52,72,427.57,330.76,433.55,FALSE,FALSE
80,16,BODY,"PyObject*PyMarshal_ReadObjectFromString(constchar*data,Py_ssize_tlen)",8.54,5.99,337.14,69,72,660.97,409.14,666.96,FALSE,FALSE
100,39,BODY,"Flagtobeusedwithmultiplefunctionsthatprinttheobject(likePyObject_Print()and PyFile_WriteObject()).Ifpassed,thesefunctionwouldusethestr()oftheobjectinsteadofthe repr().",8.54,29.9,426.38,167,96.91,738.33,523.29,768.23,FALSE,FALSE
101,3,BODY,"intPyObject_HasAttrWithError(PyObject*o,PyObject*attr_name)",8.54,5.99,291.66,59,72,138.75,363.66,144.74,FALSE,FALSE
103,16,BODY,PyObject*PyObject_ASCII(PyObject*o),8.54,5.99,175.33,35,72,649.33,247.33,655.32,FALSE,FALSE
104,2,BODY,PyObject*PyObject_Bytes(PyObject*o),8.54,5.99,175.33,35,72,111.85,247.33,117.84,FALSE,FALSE
112,24,BODY,"PyObject*PyNumber_InPlaceRemainder(PyObject*o1,PyObject*o2)",8.54,5.99,296.53,59,72,721.56,368.53,727.55,FALSE,FALSE
113,15,BODY,PyObject*PyNumber_Float(PyObject*o),8.54,5.99,175.33,35,72,479.47,247.33,485.46,FALSE,FALSE
113,17,BODY,PyObject*PyNumber_Index(PyObject*o),8.54,5.99,175.33,35,72,524.3,247.33,530.29,FALSE,FALSE
115,15,BODY,"PyObject*PySequence_Fast_GET_ITEM(PyObject*o,Py_ssize_ti)",8.54,5.99,279.16,57,72,499.97,351.16,505.96,FALSE,FALSE
116,1,BODY,Py_ssize_tPyMapping_Size(PyObject*o) Py_ssize_tPyMapping_Length(PyObject*o),8.54,20.34,186.39,75,72,81.96,258.39,102.3,FALSE,FALSE
117,3,BODY,PyObject*PyMapping_Keys(PyObject*o),8.54,5.99,175.33,35,72,165.15,247.33,171.13,FALSE,FALSE
127,15,BODY,PyObject*PyType_GetModuleName(PyTypeObject*type),8.54,5.99,238.82,48,72,540.58,310.82,546.57,FALSE,FALSE
134,3,BODY,unsignedlongPyLong_AsUnsignedLong(PyObject*pylong),8.54,5.99,248.48,50,72,162.66,320.48,168.65,FALSE,FALSE
138,28,BODY,doublePyFloat_AsDouble(PyObject*pyfloat),8.54,5.99,194.22,40,72,719.16,266.22,725.15,FALSE,FALSE
145,18,BODY,Py_ssize_tPyUnicode_GET_LENGTH(PyObject*unicode),8.54,5.99,233.93,48,72,718.38,305.93,724.37,FALSE,FALSE
146,4,BODY,intPyUnicode_KIND(PyObject*unicode),8.54,5.99,172,35,72,285.2,244,291.19,FALSE,FALSE
164,25,BODY,PyObject*PyStructSequence_New(PyTypeObject*type),8.54,5.99,238.82,48,72,717.64,310.82,723.63,FALSE,FALSE
167,27,BODY,"intPyDict_ContainsString(PyObject*p,constchar*key)",8.54,5.99,249.51,50,72,670.41,321.51,676.39,FALSE,FALSE
173,14,BODY,intPySet_Clear(PyObject*set),8.54,5.99,135.77,28,72,535.89,207.77,541.88,FALSE,FALSE
176,15,BODY,PyObject*PyMethod_Function(PyObject*meth),8.54,5.99,206.39,41,72,454.73,278.39,460.72,FALSE,FALSE
176,21,BODY,PyObject*PyMethod_GET_SELF(PyObject*meth),8.54,5.99,206.39,41,72,553.28,278.39,559.27,FALSE,FALSE
217,2,BODY,voidPy_SetPythonHome(constwchar_t*home),8.54,5.99,199.65,39,72,99.9,271.65,105.88,FALSE,FALSE
223,8,BODY,_PyFrameEvalFunction_PyInterpreterState_GetEvalFrameFunc(PyInterpreterState*interp),8.54,5.99,398.12,83,72,450.58,470.12,456.57,FALSE,FALSE
228,7,BODY,"ValueofwhatMeaningofarg PyTrace_CALLAlwaysPy_None. PyTrace_EXCEPTIONExceptioninformationasreturnedbysys.exc_info(). PyTrace_LINEAlwaysPy_None. PyTrace_RETURNValuebeingreturnedtothecaller,orNULLifcausedbyanexception. PyTrace_C_CALLFunctionobjectbeingcalled. PyTrace_C_EXCEPTIONFunctionobjectbeingcalled. PyTrace_C_RETURNFunctionobjectbeingcalled. PyTrace_OPCODEAlwaysPy_None.",8.54,106.83,386.88,374,116.66,454.22,503.54,561.06,FALSE,FALSE
240,5,BODY,"Thecallerisresponsibletohandleexceptions(errororexit)usingPyStatus_Exception()and Py_ExitStatusException(). ForPythonConfiguration(PyPreConfig_InitPythonConfig()),ifPythonisinitializedwithcommandline arguments,thecommandlineargumentsmustalsobepassedtopreinitializePython,sincetheyhaveaneffectonthe pre-configurationlikeencodings.Forexample,the-Xutf8commandlineoptionenablesthePythonUTF-8Mode. PyMem_SetAllocator()canbecalledafterPy_PreInitialize()andbefore Py_InitializeFromConfig()toinstallacustommemoryallocator.Itcanbecalledbefore Py_PreInitialize()ifPyPreConfig.allocatorissettoPYMEM_ALLOCATOR_NOT_SET. PythonmemoryallocationfunctionslikePyMem_RawMalloc()mustnotbeusedbeforethePythonpreinitialization, whereascallingdirectlymalloc()andfree()isalwayssafe.Py_DecodeLocale()mustnotbecalledbefore thePythonpreinitialization. ExampleusingthepreinitializationtoenablethePythonUTF-8Mode: PyStatusstatus; PyPreConfigpreconfig; PyPreConfig_InitPythonConfig(&preconfig);",8.54,204.53,451.29,964,72,219.45,523.29,423.98,FALSE,FALSE
269,1,BODY,intPy_IsTrue(PyObject*x),8.54,5.99,118.99,24,72,81.96,190.99,87.95,FALSE,FALSE
278,15,BODY,ternaryfunc__pow____rpow__ ternaryfunc__ipow__ unaryfunc__neg__ unaryfunc__pos__ unaryfunc__abs__ inquiry __bool__ unaryfunc__invert__ binaryfunc__lshift____rlshift__ binaryfunc__ilshift__ binaryfunc__rshift__ __rrshift__ binaryfunc__irshift__,8.54,137.49,224.88,243,291.31,414.99,516.19,552.48,FALSE,FALSE
374,4,BODY,"PyConfig_Read(Cfunction),233",8.54,5.99,139.57,28,302.62,392.8,442.18,398.78,FALSE,FALSE
376,8,BODY,"PyErr_WarnEx(Cfunction),53",8.54,5.99,129.21,26,302.62,452.57,431.82,458.56,FALSE,FALSE
387,31,BODY,"reprfunc(Ctype),300 RESTRICTED(Cmacro),266 richcmpfunc(Ctype),301",8.54,29.9,115.69,65,302.62,707.77,418.3,737.67,FALSE,FALSE
388,18,BODY,"PyObject_Str(Cfunction),95",8.54,5.99,129.21,26,91.93,476.48,221.13,482.47,FALSE,FALSE
50,15,BODY,"char*(*PyOS_ReadlineFunctionPointer)(FILE*,FILE*,constchar*)",8.53,5.99,300.1,60,72,524.3,372.1,530.29,FALSE,FALSE
58,16,BODY,voidPyErr_SetNone(PyObject*type),8.53,5.99,159.14,32,72,715.91,231.14,721.9,FALSE,FALSE
66,20,BODY,"PyObject*PyUnstable_Exc_PrepReraiseStar(PyObject*orig,PyObject*excs)",8.53,5.99,335.8,68,72,657.7,407.8,663.69,FALSE,FALSE
72,13,BODY,typedefvoid(*PyOS_sighandler_t)(int),8.53,5.99,171.68,36,72,485.57,243.68,491.55,FALSE,FALSE
74,6,BODY,"PartoftheStableABI.Resetsys.warnoptionstoanemptylist.Thisfunctionmaybecalledpriorto Py_Initialize(). Deprecatedsinceversion3.13,willberemovedinversion3.15:Clearsys.warnoptionsandwarnings. filtersinstead.",8.53,47.83,426.37,203,96.91,242.54,523.28,290.37,FALSE,FALSE
77,10,BODY,PyObject*PyImport_AddModule(constchar*name),8.53,5.99,218.31,43,72,464.53,290.31,470.52,FALSE,FALSE
